"UF";"Município";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"TAIPU";"Vereador";"55221";"FLAVIO CAMARA DE SOUZA";"FLÁVIO DA GAMELEIRA";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"143";"9052";"1,58";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40000";"FRANCISCA ZULEIDE DO NASCIMENTO SILVA";"ZULEIDE DO ASSENTAMENTO";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"118";"9052";"1,3";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55554";"SILENE DUARTE DE OLIVEIRA";"SILENE";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"111";"9052";"1,23";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"15555";"ZILVAN ALVES DA ROCHA JUNIOR";"JUNINHO ROCHA";"PMDB";"PMDB";"1";"Suplente";"110";"9052";"1,22";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"15678";"GILMAR SANTOS DA SILVA";"GIL SANTOS";"PMDB";"PMDB";"1";"Suplente";"106";"9052";"1,17";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"25555";"JOCELIA VIEIRA";"JOCELIA DA SAUDE";"DEM";"DEM / PMN / PSDB / PSD";"1";"Suplente";"102";"9052";"1,13";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40222";"MERCELIA MORAIS DE OLIVEIRA";"MERCÉLIA DA SAÚDE";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"100";"9052";"1,1";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40333";"FRANCISCO DORIAN PEDRO DE SOUZA";"DORIAN DO MATÃO";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"95";"9052";"1,05";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"90123";"DAVISSON DAYRID DA SILVA CRUZ";"DAVISSON CRUZ";"PROS";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"82";"9052";",91";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55111";"SHIRLEY CARLOS RODRIGUES DA CAMARA";"SHIRLEY";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"72";"9052";",8";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"15888";"LEONARDO NUNES";"LEONARDO NÔVO";"PMDB";"PMDB";"1";"Suplente";"68";"9052";",75";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40789";"SIMONE VARELA SILVA DO NASCIMENTO";"SIMONE DO INGÁ";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"52";"9052";",57";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"33111";"JOSÉ EDINALDO DA SILVA";"DEDÉ CHARRÃO";"PMN";"DEM / PMN / PSDB / PSD";"1";"Suplente";"46";"9052";",51";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40123";"CARLOS IDRAILTON DA SILVA";"CARLINHOS DA SAÚDE";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"42";"9052";",46";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55321";"MARIA DA CONCEIÇÃO DE MORAIS";"CEIÇÃO DE JERUZALÉM";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"40";"9052";",44";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55231";"GIRLENE OLIVEIRA DA SILVA";"GIRLENE";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"38";"9052";",42";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"15222";"MARIA CLEIDE FREIRE RODRIGUES";"CLEIDINHA";"PMDB";"PMDB";"1";"Suplente";"33";"9052";",36";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"15655";"ADENILSON DA SILVA PAULINO";"ADENILSON PITA";"PMDB";"PMDB";"1";"Suplente";"22";"9052";",24";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40115";"ANGELICA PRICILA DE ARAUJO CRUZ DURVAL";"ANGELICA";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"21";"9052";",23";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55553";"CHARLIS CALIXTO";"CHARLIS";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"20";"9052";",22";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"55777";"MARIA DE FATIMA ALVES";"FÁTIMA DO MATÃO";"PSD";"DEM / PMN / PSDB / PSD";"1";"Suplente";"17";"9052";",19";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40125";"JOÃO MARIA EUFLAUSINO";"CAMONJE";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Suplente";"14";"9052";",15";"02/10/2016 19:02:26"
"RN";"TAIPU";"Vereador";"40666";"EDJANE SOUSA PINTO";"EDJANE";"PSB";"PDT / PR / PSB / SD / PROS";"1";"Não eleito";"0";"9052";"0";"02/10/2016 19:02:26"
"RN";"TANGARÁ";"Prefeito";"22";"JORGE EDUARDO DE CARVALHO BEZERRA";"JORGINHO";"PR";"PR / PSD / PSDB / PPS / PSB";"1";"Eleito";"4980";"9809";"50,77";"02/10/2016 19:33:24"
"RN";"TANGARÁ";"Prefeito";"12";"JOSE AIRTON BEZERRA";"DOUTOR AIRTON";"PDT";"PDT / PMDB / PEN";"1";"Não eleito";"4829";"9809";"49,23";"02/10/2016 19:33:24"
"RN";"TANGARÁ";"Vereador";"40111";"MIRIAN PAIVA DE MELO LIMA";"MIRIAN PAIVA";"PSB";"PSB";"1";"Eleito";"891";"9843";"9,05";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"12222";"JOSE MANOEL FONSECA DANTAS";"WILSON FONSECA";"PDT";"PDT / PMDB / PEN";"1";"Eleito";"884";"9843";"8,98";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22222";"JOSÉ ALUISIO VICENTE DA SILVA";"ALUISIO VICENTE";"PR";"PR / PSD / PPS / PSDB";"1";"Eleito";"750";"9843";"7,62";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15222";"PATRICIO ARAUJO DE LIMA";"PATRICIO DA AMBULANCIA";"PMDB";"PDT / PMDB / PEN";"1";"Eleito";"707";"9843";"7,18";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"55555";"ANA LOURDES VIANA DA SILVA";"ANINHA DE ILO";"PSD";"PR / PSD / PPS / PSDB";"1";"Eleito";"628";"9843";"6,38";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"45888";"CÉSAR BARBOSA DE LIMA JUNIOR";"CEZINHA BARBOSA";"PSDB";"PR / PSD / PPS / PSDB";"1";"Eleito";"609";"9843";"6,19";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"23333";"ANTONIO CUSTODIO FREIRE";"ANTÔNIO CUSTÓDIO";"PPS";"PR / PSD / PPS / PSDB";"1";"Eleito";"549";"9843";"5,58";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15123";"ANDRIER FELIX DA COSTA";"ANDRIER CHICUTINHA";"PMDB";"PDT / PMDB / PEN";"1";"Eleito";"504";"9843";"5,12";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15333";"GIVANILSON FERNANDES DE LIMA";"NILSON LIMA";"PMDB";"PDT / PMDB / PEN";"1";"Eleito";"499";"9843";"5,07";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15555";"EWERTON PAULO BARBOSA DE OLIVEIRA";"EWERTON";"PMDB";"PDT / PMDB / PEN";"1";"Eleito";"367";"9843";"3,73";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22000";"EDUARDO PEREIRA CARDOSO";"EDUARDO DA LOTAÇÃO";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"278";"9843";"2,82";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40999";"PAULO SERGIO DA SILVA";"PADUCA";"PSB";"PSB";"1";"Eleito";"252";"9843";"2,56";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40444";"ELIESER RAMALHO DE MENDONCA";"ELIESER";"PSB";"PSB";"1";"Suplente";"244";"9843";"2,48";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15111";"JOSÉ SILVESTRE DA SILVA";"DEDÉ DA ÁGUA";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"235";"9843";"2,39";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15888";"MARCOS ALFREDO DOS SANTOS";"MARCOS DERO";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"215";"9843";"2,18";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"12000";"AIRTON VARELA BEZERRRA";"TONI DE DOUTOR AIRTON";"PDT";"PDT / PMDB / PEN";"1";"Suplente";"206";"9843";"2,09";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40123";"JOSE JAILSON ALVES BEZERRA";"JAILSON DO CATOLÉ";"PSB";"PSB";"1";"Suplente";"202";"9843";"2,05";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40125";"JOSE WILTON FELIX DANTAS";"TANG";"PSB";"PSB";"1";"Suplente";"184";"9843";"1,87";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22777";"JOSÉ ITAMAR AGAPTO";"ITAMAR";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"112";"9843";"1,14";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40000";"FRANCISCO IVAN PINHEIRO DANTAS";"VAN";"PSB";"PSB";"1";"Suplente";"110";"9843";"1,12";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40888";"CILEIDE SEMEÃO DA SILVA";"CILEIDE";"PSB";"PSB";"1";"Suplente";"101";"9843";"1,03";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15015";"IVANILSON DAMIÃO DE SALES";"BRANCO DE LIDIA";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"83";"9843";",84";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"51111";"THIAGO HENRIQUE DE MELO ALVES";"THIAGO HENRIQUE";"PEN";"PDT / PMDB / PEN";"1";"Suplente";"83";"9843";",84";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40333";"MARIA LUCIA DA SILVA";"MARIA LUCIA";"PSB";"PSB";"1";"Suplente";"62";"9843";",63";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"50123";"ARIENNE GOMES DE MELO DANTAS";"ARIENNE";"PSOL";"PSOL";"1";"Não eleito";"61";"9843";",62";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40555";"MANOEL SERAFIM DANTAS";"MANOEL DA SAÚDE";"PSB";"PSB";"1";"Suplente";"59";"9843";",6";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22125";"FRANCISCO CANINDÉ  VIANA DA SILVA";"CANINDÉ";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"56";"9843";",57";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22111";"JOSÉ ANTONIO GUILHERME FILHO";"TONHECA DA AMBULÂNCIA";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"47";"9843";",48";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"50555";"DANIEL FRANCISCO DA SILVA";"DANIEL SILVA";"PSOL";"PSOL";"1";"Não eleito";"46";"9843";",47";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40222";"WANDERLEY BATISTA DAS NEVES";"WANDERLEY";"PSB";"PSB";"1";"Suplente";"44";"9843";",45";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"12024";"VERONICE MARIA FLORENTINO DE MEDEIROS";"VERON MEDEIROS";"PDT";"PDT / PMDB / PEN";"1";"Suplente";"41";"9843";",42";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"12012";"MARIANA DE PONTES HONORATO";"MARIANA";"PDT";"PDT / PMDB / PEN";"1";"Suplente";"35";"9843";",36";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"55444";"JOÃO BATISTA CASSIMIRO";"BATISTA CASSIMIRO";"PSD";"PR / PSD / PPS / PSDB";"1";"Suplente";"28";"9843";",28";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"12123";"THOMAZ DE AQUINO DA SILVA";"THOMAZ DE AMÉLIA";"PDT";"PDT / PMDB / PEN";"1";"Suplente";"21";"9843";",21";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40345";"IVONETE DE OLIVEIRA";"IVONETE DA IGREJA";"PSB";"PSB";"1";"Suplente";"20";"9843";",2";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15777";"GENIVAL DOMINGOS";"IRMÃO GENIVAL";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"19";"9843";",19";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40777";"PAULO AMOEDO DA SILVA";"AMOEDO";"PSB";"PSB";"1";"Suplente";"17";"9843";",17";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"23123";"JOSÉ EVERTON DE SOUSA RIBEIRO";"EVERTON";"PPS";"PR / PSD / PPS / PSDB";"1";"Suplente";"17";"9843";",17";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"55666";"MARIA MADILENE PEREIRA";"MADILENE";"PSD";"PR / PSD / PPS / PSDB";"1";"Suplente";"14";"9843";",14";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15000";"FRANCISCO DE ASSIS DE ARAUJO";"BEIJA";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"13";"9843";",13";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15007";"INGLED WYGIDA MOHAMMED SOARES DA SILVA FARIAS";"INGLED SOARES";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"10";"9843";",1";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22321";"ANNA NERY OLIVEIRA DE ARAUJO";"NERINHA";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"7";"9843";",07";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15444";"CARLA ROGERIA DE FREITAS AGAPTO LUNA";"ROGERIA AGAPTO";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"7";"9843";",07";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"15999";"JUVENTINA CARLOS DE LIMA E SILVA NOBREGA";"JUCENTINA CARLOS";"PMDB";"PDT / PMDB / PEN";"1";"Suplente";"5";"9843";",05";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"55123";"MARIA JOSÉ DE LIMA SILVA";"MARIA";"PSD";"PR / PSD / PPS / PSDB";"1";"Suplente";"4";"9843";",04";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"40666";"MARIA CRISTINA PEREIRA";"CRISTINA DA IGREJA";"PSB";"PSB";"1";"Suplente";"1";"9843";",01";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"51555";"MARIA CLARA DE MELO ALVES";"CLARA MELO";"PEN";"PDT / PMDB / PEN";"1";"Suplente";"0";"9843";"0";"02/10/2016 19:33:29"
"RN";"TANGARÁ";"Vereador";"22336";"ANA MARIA CUSTÓDIO";"ANA DE ALUISIO";"PR";"PR / PSD / PPS / PSDB";"1";"Suplente";"0";"9843";"0";"02/10/2016 19:33:29"
"RN";"TENENTE ANANIAS";"Prefeito";"55";"LARISSA LISIANE CUNHA ROCHA";"LARISSA";"PSD";"PSD / DEM";"1";"Eleito";"4507";"6735";"66,92";"02/10/2016 18:49:25"
"RN";"TENENTE ANANIAS";"Prefeito";"15";"GILNARTE FRANCISCO DO NASCIMENTO";"GILNARTE DOS CORREIOS";"PMDB";"PMDB / PRB";"1";"Não eleito";"2228";"6735";"33,08";"02/10/2016 18:49:25"
"RN";"TENENTE ANANIAS";"Vereador";"15000";"RENATO VIEIRA SARMENTO";"RENATO";"PMDB";"PMDB / PRB";"1";"Eleito";"618";"6688";"9,24";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55000";"ELIEUZA FERNANDES VIEIRA";"ELIEUZA";"PSD";"PSD / DEM";"1";"Eleito";"529";"6688";"7,91";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55555";"VERIDIANA FERREIRA SARMENTO";"VERIDIANA";"PSD";"PSD / DEM";"1";"Eleito";"499";"6688";"7,46";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55888";"HAROLDO JOAQUIM DE ANDRADE";"HAROLDO";"PSD";"PSD / DEM";"1";"Eleito";"441";"6688";"6,59";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15333";"FRANCISCO WELLINGTON DE ANDRADE";"XEREM";"PMDB";"PMDB / PRB";"1";"Eleito";"440";"6688";"6,58";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"25222";"FRANCISCO EDUARDO DOS SANTOS";"TICO BAXIM";"DEM";"PSD / DEM";"1";"Eleito";"399";"6688";"5,97";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55444";"FLAVIO FERNANDES VIEIRA";"BODIM";"PSD";"PSD / DEM";"1";"Eleito";"397";"6688";"5,94";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15120";"FRANCISCO MAURILIO DA SILVA";"MAURILIO";"PMDB";"PMDB / PRB";"1";"Suplente";"384";"6688";"5,74";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15123";"RENATO DOS SANTOS OLIVEIRA";"NENEM DA OFICINA";"PMDB";"PMDB / PRB";"1";"Suplente";"356";"6688";"5,32";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55999";"FRANCISMUNDO DA SILVA";"MAGAL";"PSD";"PSD / DEM";"1";"Eleito";"331";"6688";"4,95";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55223";"LAVOISIER BATISTA MAIA";"DEDÊ";"PSD";"PSD / DEM";"1";"Eleito";"316";"6688";"4,72";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55111";"JOSÉ NICODEMOS FILHO";"ZÉ FILHO";"PSD";"PSD / DEM";"1";"Suplente";"264";"6688";"3,95";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55603";"RAIMUNDO ADALBERTO DO MONTE";"ADALBERTO MONTE";"PSD";"PSD / DEM";"1";"Suplente";"260";"6688";"3,89";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55333";"GLEDSON GOMES SARMENTO";"JUNIOR DE ENEAS";"PSD";"PSD / DEM";"1";"Suplente";"255";"6688";"3,81";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55777";"FRANCISCO FILHO SANTANA";"MOCIM DE XOXÔ";"PSD";"PSD / DEM";"1";"Suplente";"227";"6688";"3,39";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55456";"ANTONIO CARLOS DOS SANTOS";"TONHO DA LUA";"PSD";"PSD / DEM";"1";"Suplente";"194";"6688";"2,9";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55500";"JOSÉ DE ARIMATEIA BARRADO";"ARI";"PSD";"PSD / DEM";"1";"Suplente";"191";"6688";"2,86";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"55123";"ANTONIO JOSE SARMENTO";"CARLINHOS DE ZEQUINHA";"PSD";"PSD / DEM";"1";"Suplente";"171";"6688";"2,56";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"10000";"ANTONIO CARLOS DA SILVA";"CARLINHOS DA CABEÇA DO BOI";"PRB";"PMDB / PRB";"1";"Suplente";"44";"6688";",66";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15555";"MANOEL EDILBERTO ALVES DE SOUSA";"EDILBERTO";"PMDB";"PMDB / PRB";"1";"Suplente";"25";"6688";",37";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"25776";"FRANCISCA MARIA DE ANDRADE";"TICA";"DEM";"PSD / DEM";"1";"Suplente";"7";"6688";",1";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15444";"MARIA LUIZA SILVA";"MARIA LUIZA";"PMDB";"PMDB / PRB";"1";"Suplente";"2";"6688";",03";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"25889";"CARLA CINARA DA COSTA";"CARLA CINARA";"DEM";"PSD / DEM";"1";"Suplente";"2";"6688";",03";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"25331";"MARIA DO SOCORRO PAIVA DE OLIVEIRA";"MARIA DO SOCORRO";"DEM";"PSD / DEM";"1";"Suplente";"2";"6688";",03";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"25000";"VERA LUCIA ROCHA SARMENTO";"VERA LUCIA";"DEM";"PSD / DEM";"1";"Suplente";"2";"6688";",03";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15111";"AGDA LIGIA KATJANE JACOME DA SILVEIRA";"KATJANE";"PMDB";"PMDB / PRB";"1";"Suplente";"1";"6688";",01";"02/10/2016 18:49:40"
"RN";"TENENTE ANANIAS";"Vereador";"15222";"FRANCISCA SONARIA DE ANDRADE SOARES";"SONARIA";"PMDB";"PMDB / PRB";"1";"Suplente";"0";"6688";"0";"02/10/2016 18:49:40"
"RN";"TENENTE LAURENTINO CRUZ";"Prefeito";"45";"SUELEIDE DE MORAIS ARAUJO";"SUELEIDE";"PSDB";"PSDB / PR";"1";"Eleito";"2128";"4274";"49,79";"02/10/2016 19:49:24"
"RN";"TENENTE LAURENTINO CRUZ";"Prefeito";"40";"FRANCISCO MACEDO DA SILVA";"INÁCIO MACEDO";"PSB";"PSB / DEM / PP / PMDB";"1";"Não eleito";"2118";"4274";"49,56";"02/10/2016 19:49:24"
"RN";"TENENTE LAURENTINO CRUZ";"Prefeito";"77";"SILVÉRIO GILIARDE DA COSTA";"GILIARDE";"SD";"SD";"1";"Não eleito";"28";"4274";",66";"02/10/2016 19:49:24"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"15789";"ELIODELSON BEZERRA DA SILVA";"DEL";"PMDB";"PSB / DEM / PP / PMDB";"1";"Eleito";"350";"4253";"8,23";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"15111";"FRANCISCO CLEUDIMAR DA SILVA FERREIRA";"CLEUDIMAR FERREIRA";"PMDB";"PSB / DEM / PP / PMDB";"1";"Eleito";"299";"4253";"7,03";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"11222";"ASSIS FRANCISCO ALVES";"ASSIS SALÚ";"PP";"PSB / DEM / PP / PMDB";"1";"Eleito";"279";"4253";"6,56";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45789";"ANA PAULA GALDINO SOARES DE MEDEIROS";"PAULA";"PSDB";"PSDB / PR";"1";"Eleito";"272";"4253";"6,4";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"15555";"JOÃO GONÇALO DOS SANTOS";"JANGA";"PMDB";"PSB / DEM / PP / PMDB";"1";"Eleito";"268";"4253";"6,3";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"15222";"JOSE RICARDO DE MORAIS";"RICARDO MORAIS";"PMDB";"PSB / DEM / PP / PMDB";"1";"Eleito";"220";"4253";"5,17";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45634";"AURICELIO ROBERTO DO NASCIMENTO";"AURICELIO";"PSDB";"PSDB / PR";"1";"Eleito";"215";"4253";"5,06";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"22222";"ROSENILDA LUCIA TOMAZ MEDEIROS";"ROSENILDA";"PR";"PSDB / PR";"1";"Eleito";"209";"4253";"4,91";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45555";"TOMAZ ARAUJO CRUZ";"TOMAIZINHO";"PSDB";"PSDB / PR";"1";"Eleito";"206";"4253";"4,84";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45147";"FRANCISCO ASSIS DE MORAIS ARAUJO";"ASSIS DE SEVERO";"PSDB";"PSDB / PR";"1";"Suplente";"196";"4253";"4,61";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"40000";"MARIA APARECIDA DE SOUZA FERNANDES";"CIDA DA SAUDE";"PSB";"PSB / DEM / PP / PMDB";"1";"Suplente";"186";"4253";"4,37";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45000";"JOÃO JOSÉ DE MACEDO";"JOÃO DO SINDICATO";"PSDB";"PSDB / PR";"1";"Suplente";"163";"4253";"3,83";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45666";"JERONIMO SOUZA DE MEDEIROS";"BICO DE OURO";"PSDB";"PSDB / PR";"1";"Suplente";"152";"4253";"3,57";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45444";"MARIA FATIMA FERREIRA DOS SANTOS";"FATIMA BADU";"PSDB";"PSDB / PR";"1";"Suplente";"147";"4253";"3,46";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"25000";"LUIZ LAURO DE ARAUJO JUNIOR";"LUQUINHA CAPITÃO";"DEM";"PSB / DEM / PP / PMDB";"1";"Suplente";"125";"4253";"2,94";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"15000";"JOSE RIBAMAR MEDEIROS DA SILVA";"RIBAMAR";"PMDB";"PSB / DEM / PP / PMDB";"1";"Suplente";"124";"4253";"2,92";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"22333";"FRANCISCO ROZELI DE MORAIS";"TITIU MORAIS";"PR";"PSDB / PR";"1";"Suplente";"113";"4253";"2,66";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45999";"JOSE WILSON DOS SANTOS";"WILSON TT";"PSDB";"PSDB / PR";"1";"Suplente";"82";"4253";"1,93";"02/10/2016 19:49:28"
"RN";"TENENTE LAURENTINO CRUZ";"Vereador";"45123";"JOSE GEAN DE SOUZA CRUZ";"GEAN MARCELINO";"PSDB";"PSDB / PR";"1";"Suplente";"81";"4253";"1,9";"02/10/2016 19:49:28"
