"UF";"Município";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"ACARI";"Prefeito";"15";"ISAIAS DE MEDEIROS CABRAL";"ISAIAS CABRAL";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"4123";"7865";"52,42";"02/10/2016 18:11:04"
"RN";"ACARI";"Prefeito";"22";"JOSE VIJANIO DANTAS FILHO";"VIJÂNIO FILHO";"PR";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Não eleito";"3742";"7865";"47,58";"02/10/2016 18:11:04"
"RN";"ACARI";"Vereador";"15000";"JOSE ARI BEZERRA DANTAS";"ARI";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"934";"7877";"11,86";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"15222";"GIRLENE EDSON DE OLIVEIRA AMARO";"GIRLENE EDSON";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"627";"7877";"7,96";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"55555";"ALBERVANIA SILVA DE MEDEIROS COSTA";"ALBERVÂNIA MEDEIROS";"PSD";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Eleito";"595";"7877";"7,55";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"22444";"ZUIL RIBEIRO DA SILVA";"ZUIL RIBEIRO";"PR";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Eleito";"589";"7877";"7,48";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"51111";"ARMANDO ETELVINO DE MEDEIROS";"ARMANDO SECRETÁRIO";"PEN";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Eleito";"577";"7877";"7,33";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"15666";"MARINEIDE ALVES DANTAS";"MARINEIDE DE TEREZINHA";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"542";"7877";"6,88";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"90999";"FELIPE DANTAS BEZERRA";"FELIPE BALAH";"PROS";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"490";"7877";"6,22";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"22333";"LEONARDO FERREIRA DE AZEVEDO";"LEÓ";"PR";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Eleito";"476";"7877";"6,04";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"15123";"JOSE RIVALDO LIMA";"BADA";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Eleito";"410";"7877";"5,21";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"55222";"RAFAEL BEZERRA DE BRITO ARAUJO";"RAFAEL BEZERRA";"PSD";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"404";"7877";"5,13";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"25123";"PALOMA VITORIA DA SILVA BARACHO";"PALOMA DE LANZINHA";"DEM";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"368";"7877";"4,67";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"15111";"JOSENALDO RODRIGUES GUIMARAES FILHO";"RODRIGUES DE NALDO";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"361";"7877";"4,58";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"22222";"FRANCISCO TIAGO SILVA DANTAS";"TIAGO DE PAULO";"PR";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"315";"7877";"4";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"10000";"FRANCISCO CANINDE DE FRANCA";"TIQUINHO DO POVO";"PRB";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"216";"7877";"2,74";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"13222";"COSME NOBERTO";"COSME NOBERTO";"PT";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"147";"7877";"1,87";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"15444";"MARIA DAS VITORIAS BARBOSA";"VITORIA BARBOSA";"PMDB";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"105";"7877";"1,33";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"45000";"CARLOS ALBERTO SILVA";"CARLINHO DE DAMIÃO";"PSDB";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"82";"7877";"1,04";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"77777";"MARIA DA GUIA DOS SANTOS";"MARIA DA GUIA / MARIZINHA";"SD";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"72";"7877";",91";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"25555";"ANTONIO PEREIRA DA SILVA";"IRMAO TOINHO";"DEM";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"48";"7877";",61";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"51555";"ARACELLI SHENIA MARQUES";"ARACELLI MARQUES";"PEN";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"45";"7877";",57";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"77000";"JOAO MARIA SOBRINHO DE MEDEIROS";"JOAO DE GETULIO";"SD";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"37";"7877";",47";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"51222";"ANTONIA SUELLY DA SILVA";"SUELLY DO MANGAI";"PEN";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"32";"7877";",41";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"51123";"PAULO SERGIO SERVULO DANTAS";"PAULINHO DE EMÍDIO";"PEN";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"31";"7877";",39";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"55000";"JAILSON PEREIRA";"JAILSON PEREIRA";"PSD";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"23";"7877";",29";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"65123";"FRANCISCO DE ASSIS DA SILVA";"NOVINHO DO BREGA";"PC do B";"PMDB / DEM / PROS / PC do B / SD / PSB";"1";"Suplente";"18";"7877";",23";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"55123";"FRANCILEIDE DA SILVA DIOGO";"LEIDINHA DE ANDINHO";"PSD";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"14";"7877";",18";"02/10/2016 18:11:11"
"RN";"ACARI";"Vereador";"22233";"XIZANIA BRITO DE ARAUJO AZEVEDO";"NANÃ DE LEÓ";"PR";"PSDB / PR / PT / PSD / PRB / PEN / PT do B / PPS";"1";"Suplente";"1";"7877";",01";"02/10/2016 18:11:11"
"RN";"AFONSO BEZERRA";"Prefeito";"15";"FRANCISCO DAS CHAGAS FELIX BERTULEZA";"CHICO BERTULEZA";"PMDB";"PMDB / PSB / PR / DEM / PSDC / PT";"1";"Eleito";"4291";"8161";"52,58";"02/10/2016 18:55:22"
"RN";"AFONSO BEZERRA";"Prefeito";"19";"JOÃO BATISTA DA CUNHA NETO";"NETO DE ZORAIDE";"PTN";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Não eleito";"3870";"8161";"47,42";"02/10/2016 18:55:22"
"RN";"AFONSO BEZERRA";"Vereador";"22222";"JERRYVALDO LUIZ DE ALMEIDA FIGUEIREDO";"JERRY ALMEIDA";"PR";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Eleito";"756";"8043";"9,4";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"27777";"IGOR MATEUS DE JESUS COSTA CUNHA";"IGOR DE ALARIZO";"PSDC";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Eleito";"565";"8043";"7,02";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"12222";"GUSTAVO LUIZ DOS SANTOS BEZERRA";"GUSTAVO DE LEIDINHA";"PDT";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Eleito";"526";"8043";"6,54";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"43333";"EGINA SOUZA XAVIER PACHA QUINTELA";"EGINA SOUZA";"PV";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Eleito";"498";"8043";"6,19";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"44444";"ANTONIO CARLOS CIRIACO";"CARLINHOS DA SERRA";"PRP";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Eleito";"487";"8043";"6,05";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15000";"ALDENOR BEZERRA DA COSTA";"ALDENOR";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Eleito";"458";"8043";"5,69";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"40000";"WALDICK MELO DOS SANTOS";"WALDICK UMBELINO";"PSB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Eleito";"455";"8043";"5,66";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15141";"RENAULT AMERICO DE MORAIS SOUZA";"RENAULT AMERICO";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"445";"8043";"5,53";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"25110";"FRANCISCO DE ASSIS DE AQUINO";"TICO AQUINO";"DEM";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"398";"8043";"4,95";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"10000";"JOSEMBERG PEREIRA DOS SANTOS";"JOSEMBERG SANTOS";"PRB";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Eleito";"395";"8043";"4,91";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"14000";"MONARA LEILA OLIVEIRA DA CUNHA MACEDO";"MONARA LEILA";"PTB";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Eleito";"378";"8043";"4,7";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"28888";"SERGIO BANDEIRA DE MELO";"SERGINHO";"PRTB";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"341";"8043";"4,24";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"55222";"JOAB FERREIRA TAVARES";"JOAB";"PSD";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"322";"8043";"4";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"55555";"ANTONIO DE SOUSA DUTRA";"TOINHO DUTRA";"PSD";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"269";"8043";"3,34";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"55111";"CLAUDIO ROSSINE FERREIRA CAMARA";"ROSSINE";"PSD";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"185";"8043";"2,3";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"77123";"ELIAS NOIA PEREIRA";"ELIAS NOIA";"SD";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"174";"8043";"2,16";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"25111";"MARIA DO CEU PIRES DE OLIVEIRA";"DO CEU PIRES";"DEM";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"143";"8043";"1,78";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"43111";"JULIO DE SOUZA TAVARES JUNIOR";"JULIO DE SOUZA";"PV";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"113";"8043";"1,4";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"11111";"MANUEL DOS PASSOS SANTOS";"MANUEL SOLDADO";"PP";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"110";"8043";"1,37";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15111";"AMANDA CLEMENTINO DE MELO";"AMANDA DE ALADIM";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"99";"8043";"1,23";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"27333";"FIDEL ALEXANDRE DO NASCIMENTO CUNHA";"FIDEL DO BODE";"PSDC";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"93";"8043";"1,16";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"55000";"DALIENE TOMAZ MARIANO DA SILVA";"DALIENE";"PSD";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"68";"8043";",85";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15133";"JOAO BEZERRA BERNARDO";"JOAO BERNARDO";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"59";"8043";",73";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"40222";"GELCIVAN PEREIRA OTAVIANO";"CIVAN";"PSB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"55";"8043";",68";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"44333";"FRANCISCO DAS CHAGAS TAVARES FILHO";"NOVINHO";"PRP";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"46";"8043";",57";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15333";"JOSE MAURICIO CUNHA DE MEDEIROS";"MAURICIO CAMILO";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"43";"8043";",53";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15331";"ELIZANGELA CUNHA MEDEIROS";"NINHA";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"43";"8043";",53";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"44123";"FRANCISCO CLAUDIO DO NASCIMENTO";"CLAUDINHO";"PRP";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Suplente";"32";"8043";",4";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"13115";"MARIA DE LOURDES BERTULEZA DE ARAUJO";"LOURDES BERTULEZA";"PT";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Suplente";"11";"8043";",14";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"15555";"JOSE GILVAN BEZERRA AVELINO";"GILVAN AVELINO";"PMDB";"PT / PMDB / DEM / PSDC / PSB / PR";"1";"Não eleito";"0";"8043";"0";"02/10/2016 18:55:27"
"RN";"AFONSO BEZERRA";"Vereador";"45678";"FRANCILENE MENDES";"PRETA DE DA LUZ";"PSDB";"PP / PDT / PRTB / PSDB / SD / PV / PTB / PRP / PSD / PTN / PRB";"1";"Não eleito";"0";"8043";"0";"02/10/2016 18:55:27"
"RN";"ÁGUA NOVA";"Prefeito";"15";"IOMARIA RAFAELA LIMA DE SOUZA CARVALHO";"RAFAELA CARVALHO";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"1239";"2260";"54,82";"02/10/2016 18:09:56"
"RN";"ÁGUA NOVA";"Prefeito";"25";"FRANCISCO RONALDO DE SOUZA";"RONALDO";"DEM";"DEM / PR / PRB / SD / PHS / PT";"1";"Não eleito";"1021";"2260";"45,18";"02/10/2016 18:09:56"
"RN";"ÁGUA NOVA";"Vereador";"15603";"ANTONIO KADSON DA SILVA NASCIMENTO";"KADSON";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"259";"2269";"11,41";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15000";"RAIMUNDO NONATO DOS SANTOS";"RAIMUNDO ZUZA";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"209";"2269";"9,21";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15555";"ODAIR JOSE NUNES";"ODAIR NUNES";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"196";"2269";"8,64";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"31000";"FRANCISCO JANIO DO NASCIMENTO";"PRETO DE ALUIZIO";"PHS";"DEM / PR / PRB / SD / PHS / PT";"1";"Eleito";"188";"2269";"8,29";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"25222";"JOSE ROBERIO PEREIRA DA SILVA";"ROBERIO";"DEM";"DEM / PR / PRB / SD / PHS / PT";"1";"Eleito";"184";"2269";"8,11";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15123";"PAULO CESAR DE SOUZA";"PAULO CESAR";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"176";"2269";"7,76";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"22222";"FRANCISCO ILTON DO NASCIMENTO";"ITA DE SALES";"PR";"DEM / PR / PRB / SD / PHS / PT";"1";"Eleito";"130";"2269";"5,73";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15444";"JOSE BOMFIM BARBOSA";"BOMFIM BARBOSA";"PMDB";"PMDB / PP / PSD";"1";"Eleito";"126";"2269";"5,55";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"13000";"MARIA ROSINEIDE DO NASCIMENTO";"ROSINEIDE";"PT";"DEM / PR / PRB / SD / PHS / PT";"1";"Suplente";"113";"2269";"4,98";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"11111";"ZENIR FERREIRA BARROS";"ZENIR";"PP";"PMDB / PP / PSD";"1";"Eleito";"109";"2269";"4,8";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15333";"WILSON FERNANDES DE SOUZA";"WILSON FERNANDES";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"106";"2269";"4,67";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"25000";"DANIEL DANILO DE SOUZA SANTOS";"DANILO DE TICO CRENTE";"DEM";"DEM / PR / PRB / SD / PHS / PT";"1";"Suplente";"79";"2269";"3,48";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15678";"GIZELDA FERREIRA DA SILVA";"GIZELDA";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"74";"2269";"3,26";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15610";"FRANCISCO DE ASSIS FILHO";"PRETO DE DIASSIS";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"53";"2269";"2,34";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"11222";"CRISTIANE APARECIDA DE SOUZA LIMA";"CRISTIANE";"PP";"PMDB / PP / PSD";"1";"Suplente";"38";"2269";"1,67";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"25123";"JOSE BEZERRA DE LIMA";"ZE LIGACAO";"DEM";"DEM / PR / PRB / SD / PHS / PT";"1";"Suplente";"32";"2269";"1,41";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15111";"FRANCISCA ZULEIDE BATALHA ARAUJO";"LEIDE BATALHA";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"30";"2269";"1,32";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15110";"DINATECIO ALVES NUNES";"DINATECIO";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"29";"2269";"1,28";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"31222";"LEILA DA SILVA MELO";"LEILA DE SENILDO";"PHS";"DEM / PR / PRB / SD / PHS / PT";"1";"Suplente";"7";"2269";",31";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"31111";"FRANCISCA ELIZABETE VIEIRA REGO";"BETINHA";"PHS";"DEM / PR / PRB / SD / PHS / PT";"1";"Suplente";"3";"2269";",13";"02/10/2016 18:10:04"
"RN";"ÁGUA NOVA";"Vereador";"15666";"FRANCISCA CARMEM DA SILVA NASCIMENTO";"CARMINHA";"PMDB";"PMDB / PP / PSD";"1";"Suplente";"1";"2269";",04";"02/10/2016 18:10:04"
"RN";"ALEXANDRIA";"Prefeito";"55";"JEANE CARLINA SARAIVA E FERREIRA DE SOUZA";"JEANE FERREIRA";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP / PMDB";"1";"Eleito";"4610";"8852";"52,08";"02/10/2016 18:06:47"
"RN";"ALEXANDRIA";"Prefeito";"65";"MANUEL ABRANTES NOBRE JUNIOR";"JUNIOR ABRANTES";"PC do B";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Não eleito";"4242";"8852";"47,92";"02/10/2016 18:06:47"
"RN";"ALEXANDRIA";"Vereador";"15555";"LEOMAR FERREIRA DE SOUA";"MAZINHO DE LOURO";"PMDB";"PMDB";"1";"Eleito";"1146";"9100";"12,59";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"55111";"RAYMARA RAYANE ANDRADE DA SILVA";"RAYMARA ANDRADE";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"1011";"9100";"11,11";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"20123";"FRANCISCO ALLAN DE OLIVEIRA";"ALLAN OLIVEIRA";"PSC";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"991";"9100";"10,89";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"55555";"FRANCISCO GIL FABIO TAVEIRA";"GIL FABIO";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"689";"9100";"7,57";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"55222";"CICERO BERNARDINO DA SILVA";"CICERO BERNARDINO";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"611";"9100";"6,71";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"33333";"FRANCISCO TEIXEIRA DE FIGUEIREDO";"TEIXEIRA";"PMN";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Eleito";"562";"9100";"6,18";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"22222";"FRANCISCO MOREIRA PIRES";"CHIQUINHO PIRES";"PR";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"518";"9100";"5,69";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"11234";"EUGENIO JOSE DA SILVA NETO";"LOBAO";"PP";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"450";"9100";"4,95";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"11333";"MAURICY ABRANTES NOBRE";"MAURICY ABRANTES";"PP";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Eleito";"436";"9100";"4,79";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"90000";"GILBERTO OLIVEIRA";"GIL OLIVEIRA";"PROS";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"433";"9100";"4,76";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"23222";"FRANCISCO MARCOS  DE ALMEIDA";"SUÊ VEREADOR";"PPS";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"407";"9100";"4,47";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"22333";"GILBERTO CIPRIANO MANIÇOBA";"GILBERTO CIPRIANO";"PR";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"378";"9100";"4,15";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"25555";"FRANCISCO DE ASSIS EUFLAUZINO";"DIASSIS";"DEM";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"314";"9100";"3,45";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"11111";"EUDIMAR JOÃO DE FIGUUEIREDO";"MESQUITA";"PP";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"280";"9100";"3,08";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"55123";"CARLOS ALBERTO SARMENTO DE OLIVEIRA";"CARLINHOS SARMENTO";"PSD";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"119";"9100";"1,31";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"45555";"CLEGINALDO CLAUDINO MARTINS";"BRANCO DA ÁGUA";"PSDB";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"92";"9100";"1,01";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"45678";"JOSÉ DINIZ SUBRINHO";"ZEZINHO";"PSDB";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"77";"9100";",85";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"40000";"ANTONIA MARIA MOREIRA DE SOUSA";"NINA MOREIRA";"PSB";"PSC / DEM / PSB / PSD / PMB / SD / PR / PROS / PP";"1";"Suplente";"47";"9100";",52";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"23111";"RITA DE CASSIA ANDRADE VIEIRA";"RITA";"PPS";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"21";"9100";",23";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"13333";"MARIA HELENILDA CARLOS DE ALMEIDA";"KIKI";"PT";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"11";"9100";",12";"02/10/2016 18:06:56"
"RN";"ALEXANDRIA";"Vereador";"45000";"MARIA JOSE DA SILVA";"ZEZÉ";"PSDB";"PC do B / PSDB / PT / PDT / PT do B / PPS / PMN";"1";"Suplente";"4";"9100";",04";"02/10/2016 18:06:56"
