"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"Presidente";"13";"FERNANDO HADDAD";"FERNANDO HADDAD";"PT";"PT / PC do B / PROS";"1";"2º turno";"738165";"0";"1792253";"41,19";"22/01/2019 14:12:19"
"RN";"Presidente";"17";"JAIR MESSIAS BOLSONARO";"JAIR BOLSONARO";"PSL";"PSL / PRTB";"1";"2º turno";"541448";"0";"1792253";"30,21";"22/01/2019 14:12:19"
"RN";"Presidente";"12";"CIRO FERREIRA GOMES";"CIRO GOMES";"PDT";"PDT / AVANTE";"1";"Não eleito";"399766";"0";"1792253";"22,31";"22/01/2019 14:12:19"
"RN";"Presidente";"45";"GERALDO JOSÉ RODRIGUES ALCKMIN FILHO";"GERALDO ALCKMIN";"PSDB";"PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD";"1";"Não eleito";"40405";"0";"1792253";"2,25";"22/01/2019 14:12:19"
"RN";"Presidente";"51";"BENEVENUTO DACIOLO FONSECA DOS SANTOS";"CABO DACIOLO";"PATRI";"PATRI";"1";"Não eleito";"20575";"0";"1792253";"1,15";"22/01/2019 14:12:19"
"RN";"Presidente";"30";"JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO";"JOÃO AMOÊDO";"NOVO";"NOVO";"1";"Não eleito";"15570";"0";"1792253";",87";"22/01/2019 14:12:19"
"RN";"Presidente";"15";"HENRIQUE DE CAMPOS MEIRELLES";"HENRIQUE MEIRELLES";"MDB";"MDB / PHS";"1";"Não eleito";"11480";"0";"1792253";",64";"22/01/2019 14:12:19"
"RN";"Presidente";"18";"MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA";"MARINA SILVA";"REDE";"REDE / PV";"1";"Não eleito";"10690";"0";"1792253";",6";"22/01/2019 14:12:19"
"RN";"Presidente";"50";"GUILHERME CASTRO BOULOS";"GUILHERME BOULOS";"PSOL";"PSOL / PCB";"1";"Não eleito";"6975";"0";"1792253";",39";"22/01/2019 14:12:19"
"RN";"Presidente";"19";"ALVARO FERNANDES DIAS";"ALVARO DIAS";"PODE";"PODE / PRP / PSC / PTC";"1";"Não eleito";"5148";"0";"1792253";",29";"22/01/2019 14:12:19"
"RN";"Presidente";"16";"VERA LUCIA PEREIRA DA SILVA SALGADO";"VERA";"PSTU";"PSTU";"1";"Não eleito";"1034";"0";"1792253";",06";"22/01/2019 14:12:19"
"RN";"Presidente";"54";"JOÃO VICENTE FONTELLA GOULART";"JOÃO GOULART FILHO";"PPL";"PPL";"1";"Não eleito";"511";"0";"1792253";",03";"22/01/2019 14:12:19"
"RN";"Presidente";"27";"JOSE MARIA EYMAEL";"EYMAEL";"DC";"DC";"1";"Não eleito";"486";"0";"1792253";",03";"22/01/2019 14:12:19"
"RN";"Governador";"13";"MARIA DE FATIMA BEZERRA";"FATIMA BEZERRA";"PT";"PT / PC do B / PHS";"1";"2º turno";"748150";"0";"1620544";"46,17";"18/12/2018 12:38:34"
"RN";"Governador";"12";"CARLOS EDUARDO NUNES ALVES";"CARLOS EDUARDO";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"2º turno";"525933";"0";"1620544";"32,45";"18/12/2018 12:38:34"
"RN";"Governador";"55";"ROBINSON MESQUITA DE FARIA";"ROBINSON FARIA";"PSD";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PRP / PSDB / PSD / AVANTE / PROS";"1";"Não eleito";"192037";"0";"1620544";"11,85";"18/12/2018 12:38:34"
"RN";"Governador";"77";"BRENNO OLIVEIRA QUEIROGA DE MORAIS";"BRENNO QUEIROGA";"SOLIDARIEDADE";"SOLIDARIEDADE / PV / DC / PSC / PSL / PATRI";"1";"Não eleito";"106345";"0";"1620544";"6,56";"18/12/2018 12:38:34"
"RN";"Governador";"50";"CARLOS ALBERTO FREIRE MEDEIROS";"PROFESSOR CARLOS ALBERTO";"PSOL";"PSOL";"1";"Não eleito";"31306";"0";"1620544";"1,93";"18/12/2018 12:38:34"
"RN";"Governador";"18";"FRANCISCO RAIMUNDO DE FREITAS";"FREITAS JR";"REDE";"REDE";"1";"Não eleito";"9067";"0";"1620544";",56";"18/12/2018 12:38:34"
"RN";"Governador";"28";"HERONILDES BEZERRA DA SILVA";"HERÓ BEZERRA";"PRTB";"PRTB";"1";"Não eleito";"4327";"0";"1620544";",27";"18/12/2018 12:38:34"
"RN";"Governador";"16";"DARIO BARBOSA DE MELO";"DÁRIO BARBOSA";"PSTU";"PSTU";"1";"Não eleito";"3379";"0";"1620544";",21";"18/12/2018 12:38:34"
"RN";"Senador";"180";"EANN STYVENSON VALENTIM MENDES";"CAPITÃO STYVENSON";"REDE";"REDE";"1";"Eleito";"745827";"0";"2909592";"25,63";"18/12/2018 12:38:34"
"RN";"Senador";"313";"ZENAIDE MAIA CALADO PEREIRA DOS SANTOS";"DRª ZENAIDE MAIA";"PHS";"PT / PC do B / PHS";"1";"Eleito";"660315";"0";"2909592";"22,69";"18/12/2018 12:38:34"
"RN";"Senador";"456";"GERALDO JOSE DA CAMARA FERREIRA DE MELO";"GERALDO MELO";"PSDB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PRP / PSDB / PSD / AVANTE / PROS";"1";"Não eleito";"382249";"0";"2909592";"13,14";"18/12/2018 12:38:34"
"RN";"Senador";"154";"GARIBALDI ALVES FILHO";"GARIBALDI FILHO";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Não eleito";"376199";"0";"2909592";"12,93";"18/12/2018 12:38:34"
"RN";"Senador";"199";"ANTÔNIO JÁCOME DE LIMA JUNIOR";"JÁCOME";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Não eleito";"307399";"0";"2909592";"10,57";"18/12/2018 12:38:34"
"RN";"Senador";"131";"ALEXANDRE MOTTA CAMARA";"ALEXANDRE MOTTA";"PT";"PT / PC do B / PHS";"1";"Não eleito";"242465";"0";"2909592";"8,33";"18/12/2018 12:38:34"
"RN";"Senador";"777";"MARIA MAGNOLIA SOUSA FIGUEIREDO";"MAGNÓLIA";"SOLIDARIEDADE";"SOLIDARIEDADE / PV / DC / PSC / PSL / PATRI";"1";"Não eleito";"114055";"0";"2909592";"3,92";"18/12/2018 12:38:34"
"RN";"Senador";"502";"TELMA GURGEL DA SILVA";"TELMA GURGEL";"PSOL";"PSOL";"1";"Não eleito";"23846";"0";"2909592";",82";"18/12/2018 12:38:34"
"RN";"Senador";"277";"JOANILSON DE PAULA REGO";"DR JOANILSON";"DC";"SOLIDARIEDADE / PV / DC / PSC / PSL / PATRI";"1";"Não eleito";"15418";"0";"2909592";",53";"18/12/2018 12:38:34"
"RN";"Senador";"282";"LEVI FERREIRA DA COSTA";"LEVI COSTA";"PRTB";"PRTB";"1";"Não eleito";"14709";"0";"2909592";",51";"18/12/2018 12:38:34"
"RN";"Senador";"161";"ANA CELIA SIQUEIRA FERREIRA";"ANA CELIA";"PSTU";"PSTU";"1";"Não eleito";"8233";"0";"2909592";",28";"18/12/2018 12:38:34"
"RN";"Senador";"500";"LAILSON DE ALMEIDA";"PROFESSOR LAILSON";"PSOL";"PSOL";"1";"Não eleito";"7420";"0";"2909592";",26";"18/12/2018 12:38:34"
"RN";"Senador";"188";"JOÃO MARIA NAPOLEÃO DE MEDEIROS";"NAPOLEÃO";"REDE";"REDE";"1";"Não eleito";"7166";"0";"2909592";",25";"18/12/2018 12:38:34"
"RN";"Senador";"169";"JOÃO MORAIS PEREIRA";"JOÃO MORAIS ";"PSTU";"PSTU";"1";"Não eleito";"4291";"0";"2909592";",15";"18/12/2018 12:38:34"
"RN";"Deputado Federal";"3666";"LUIZ BENES LEOCADIO DE ARAUJO";"BENES LEOCADIO";"PTC";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"125841";"0";"1618823";"7,77";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1311";"NATALIA BASTOS BONAVIDES";"NATALIA BONAVIDES";"PT";"PT / PC do B / PHS";"1";"Eleito";"112998";"0";"1618823";"6,98";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1333";"FERNANDO WANDERLEY VARGAS DA SILVA";"MINEIRO";"PT";"PT / PC do B / PHS";"1";"Suplente";"98070";"0";"1618823";"6,06";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2222";"JOÃO DA SILVA MAIA";"JOÃO MAIA";"PR";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"93505";"0";"1618823";"5,78";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4040";"RAFAEL HUETE DA MOTTA";"RAFAEL MOTTA";"PSB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"82791";"0";"1618823";"5,11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1777";"ELIESER GIRAO MONTEIRO FILHO";"GENERAL GIRAO";"PSL";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Eleito";"81640";"0";"1618823";"5,04";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1511";"WALTER PEREIRA ALVES";"WALTER ALVES";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"79333";"0";"1618823";"4,9";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1111";"CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO";"BETO";"PP";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"71092";"0";"1618823";"4,39";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5555";"FÁBIO SALUSTINO MESQUITA DE FARIA";"FÁBIO FARIA";"PSD";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"70350";"0";"1618823";"4,35";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2512";"JOSÉ AGRIPINO MAIA";"JOSÉ AGRIPINO";"DEM";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"64678";"0";"1618823";"4";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"9011";"HILKEA CARLA DE SOUZA MEDEIROS LIMA";"CARLA DICKSON OFTALMOLOGISTA";"PROS";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"60590";"0";"1618823";"3,74";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4545";"ROGERIO SIMONETTI MARINHO";"ROGERIO MARINHO";"PSDB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"59961";"0";"1618823";"3,7";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7070";"KARLA VERUSKA FERNANDES DA SILVA BARBOSA";"KARLA VERUSKA";"AVANTE";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"42784";"0";"1618823";"2,64";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1010";"ABRAAO LINCOLN FERREIRA DA CRUZ";"ABRAÃO LINCOLN";"PRB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"42431";"0";"1618823";"2,62";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7788";"LAWRENCE CARLOS AMORIM DE ARAUJO";"LAWRENCE";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"24551";"0";"1618823";"1,52";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7777";"FRANCISCO SALISMAR LOPES CORREIA";"SALISMAR";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"24270";"0";"1618823";"1,5";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1313";"FRANCISCO CARAMURU DE OLIVEIRA MONTE PAIVA E AZEVEDO";"CARAMURU PAIVA";"PT";"PT / PC do B / PHS";"1";"Suplente";"23813";"0";"1618823";"1,47";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3535";"ROBSON RICARDO MACHADO LIMA DE CARVALHO";"ROBSON CARVALHO";"PMB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"18576";"0";"1618823";"1,15";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1977";"ANTHONY THIAGO CARTAXO FERREIRA";"THIAGO CARTAXO";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"16682";"0";"1618823";"1,03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4343";"BERTONNE BORGES MARINHO";"BERTONE";"PV";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"15562";"0";"1618823";",96";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3133";"GARIBALDE LEITE DE OLIVEIRA";"GARIBALDE LEITE";"PHS";"PT / PC do B / PHS";"1";"Suplente";"12513";"0";"1618823";",77";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7700";"ARTHUR FELIPE LIMA DUTRA DE ALMEIDA";"ARTHUR DUTRA";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"11762";"0";"1618823";",73";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7000";"JOSE GILVAN ALVES";"GILVAN ALVES";"AVANTE";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"11400";"0";"1618823";",7";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1414";"LUIZ GONZAGA DE PONTES LUCENA";"DELEGADO LUCENA";"PTB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"10799";"0";"1618823";",67";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7733";"JOSÉ PEDRO DE ARAUJO NETO";"JOSÉ PEDRO, O GARI";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"10705";"0";"1618823";",66";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1244";"FRANCISCO DAS CHAGAS CATARINO";"CHAGAS CATARINO";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"9989";"0";"1618823";",62";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5151";"EVANDRO GONÇALVES DA SILVA JÚNIOR";"CABO GONÇALVES";"PATRI";"PATRI / PPL";"1";"Não eleito";"9986";"0";"1618823";",62";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6500";"CLAUDIO GABRIEL DE MACEDO JUNIOR";"CLAÚDIO GABRIEL";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"9412";"0";"1618823";",58";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1222";"KERICLIS ALVES RIBEIRO";"KERINHO";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"8990";"0";"1618823";",56";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3000";"ALAYDE MARIA E SILVA MARTINS PASSAIA";"ALAYDE PASSAIA";"NOVO";"NOVO";"1";"Não eleito";"8340";"0";"1618823";",52";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7744";"SANDOVAL GONÇALVES DE MELO";"PASTOR SANDOVAL";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"8304";"0";"1618823";",51";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2018";"RENATO FERNANDES DA SILVA";"RENATO FERNANDES";"PSC";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"8132";"0";"1618823";",5";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3030";"JAIME LUIZ GROFF JÚNIOR";"JAIME GROFF";"NOVO";"NOVO";"1";"Não eleito";"7884";"0";"1618823";",49";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2788";"ODAIR ALVES DINIZ";"ODAIR DINIZ";"DC";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"7851";"0";"1618823";",48";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1322";"ANA MICHELE DE FARIAS CABRAL";"ANA MICHELE";"PT";"PT / PC do B / PHS";"1";"Suplente";"7631";"0";"1618823";",47";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2020";"ALESSANDRO DE OLIVEIRA GOMES";"CORONEL GOMES";"PSC";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"7450";"0";"1618823";",46";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7723";"JACKSON DE SANTA CRUZ ALBUQUERQUE BEZERRA";"JACKSON BEZERRA";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"7125";"0";"1618823";",44";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2323";"GERALDO FERREIRA FILHO";"DR. GERALDO";"PPS";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"6797";"0";"1618823";",42";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6565";"ANDERSON JEAN DE ARAUJO ALVES";"ANDERSON ALVES";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"6727";"0";"1618823";",42";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3533";"ALEXSANDRO VASCONCELOS VALENTIM";"ALEX DO FRANGO";"PMB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"6722";"0";"1618823";",42";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1515";"KATIA MARIA LOBO NUNES";"DRª. KATIA NUNES";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"6680";"0";"1618823";",41";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7790";"GLAUCIA PAIVA VIRGINIO";"CABO GLAUCIA";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"6144";"0";"1618823";",38";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1112";"RAIMUNDO ANTUNES DE MIRANDA";"MESTRE RAIMUNDO";"PP";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"5413";"0";"1618823";",33";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6544";"NICOLAU CAVALCANTE DANTAS";"PROFESSOR NICOLAU";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"4844";"0";"1618823";",3";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1144";"JULIANA MARA CORDEIRO DE OLIVEIRA";"JULIANA CORDEIRO";"PP";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"4803";"0";"1618823";",3";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7727";"MARIA CACILDA DA SILVA PEREIRA";"CACILDA";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"4332";"0";"1618823";",27";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3010";"GIORDANO CARLOS DE OLIVEIRA BARRETO";"GIORDANO BARRETO";"NOVO";"NOVO";"1";"Não eleito";"4281";"0";"1618823";",26";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5522";"ISABEL CRISTINA GORGONIO DE MEDEIROS";"ISABEL MEDEIROS";"PSD";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"4103";"0";"1618823";",25";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7707";"KATRIM DE OLIVEIRA PINHEIRO";"KATRIM";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"3886";"0";"1618823";",24";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1212";"WALTER FERNANDES DE MIRANDA JUNIOR";"WALTER FERNANDES";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"3473";"0";"1618823";",21";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1555";"LEILA TEIXEIRA DE ARAÚJO";"LEILA TEIXEIRA";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"3309";"0";"1618823";",2";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1234";"GIVANISE ALVES DA SILVA";"GIL ALVES";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"3299";"0";"1618823";",2";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6555";"MARIA LUZIA PAIVA BESSA VALE";"LUZIA BESSA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"3259";"0";"1618823";",2";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1525";"CLEBER RAIMUNDO DANTAS DE FREITAS";"CLEBAO DE SÃO MIGUEL";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"3110";"0";"1618823";",19";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4444";"ARCHELAWS SILVA PEREIRA SATIRO";"ARQUELAUS";"PRP";"PRP";"1";"Não eleito";"3021";"0";"1618823";",19";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5499";"PAULO CESAR PEREIRA";"PAULO ENFERMEIRO";"PPL";"PATRI / PPL";"1";"Não eleito";"3000";"0";"1618823";",19";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1801";"FRANCISCO MARCIO BEZERRA CAVALCANTI";"MÁRCIO CAVALCANTI";"REDE";"REDE";"1";"Não eleito";"2948";"0";"1618823";",18";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5005";"ALDICLESIO ALVES MAIA";"ALDICLESIO";"PSOL";"PSOL";"1";"Não eleito";"2787";"0";"1618823";",17";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1818";"ANTONIEL JORGE DOS SANTOS MOREIRA";"MAJOR MOREIRA";"REDE";"REDE";"1";"Não eleito";"2613";"0";"1618823";",16";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3003";"CRISTIANO AUGUSTO MENDES DE MEDEIROS";"CRISTIANO MEDEIROS";"NOVO";"NOVO";"1";"Não eleito";"2502";"0";"1618823";",15";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5444";"EUCANA SAMUEL PEREIRA BEZERRA";"EUCANA SAMUEL";"PPL";"PATRI / PPL";"1";"Não eleito";"2450";"0";"1618823";",15";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1344";"GILBERTO VERISSÍMO TORRES";"GILBERTO VERISSIMO";"PT";"PT / PC do B / PHS";"1";"Suplente";"2402";"0";"1618823";",15";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5111";"WALMIR FELIX CAMILO";"WALMIR DO DR";"PATRI";"PATRI / PPL";"1";"Não eleito";"2384";"0";"1618823";",15";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3100";"ALINE LIMA FERNANDES";"ALINE FERNANDES";"PHS";"PT / PC do B / PHS";"1";"Suplente";"1857";"0";"1618823";",11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1346";"CLAUDIO HENRIQUE DE SÁ RODRIGUES";"MAJOR HENRIQUE";"PT";"PT / PC do B / PHS";"1";"Suplente";"1842";"0";"1618823";",11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5023";"GLAUCIO TAVARES COSTA";"GLAUCIO TAVARES";"PSOL";"PSOL";"1";"Não eleito";"1818";"0";"1618823";",11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5024";"MARTA MARIA SILVA CAMARA";"AMORA BRAYAN";"PSOL";"PSOL";"1";"Não eleito";"1732";"0";"1618823";",11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5050";"DANNIEL ALEXANDRE FERREIRA DE MORAIS";"DANNIEL MORAIS";"PSOL";"PSOL";"1";"Não eleito";"1682";"0";"1618823";",1";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5011";"MARIA DO LIVRAMENTO DA SILVA";"LIVRAMENTO SILVA";"PSOL";"PSOL";"1";"Não eleito";"1592";"0";"1618823";",1";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6510";"ANA PATRICIA DE SOUSA SANTIAGO";"PATRICIA SANTIAGO";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"1525";"0";"1618823";",09";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3033";"ROSE FERREIRA DA SILVA GUERRA";"ROSE GUERRA";"NOVO";"NOVO";"1";"Não eleito";"1455";"0";"1618823";",09";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1800";"VIVIANE OLIVEIRA DE SOUZA";"PROFESSORA VIVIANE";"REDE";"REDE";"1";"Não eleito";"1428";"0";"1618823";",09";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"6513";"HILDEBRANDO NERES DA ROCHA";"HILDEBRANDO ROCHA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"1291";"0";"1618823";",08";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5000";"RAFAEL FERREIRA LOPES";"RAFAEL LOPES";"PSOL";"PSOL";"1";"Não eleito";"1252";"0";"1618823";",08";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3111";"ROSIMAR DA SILVA NASCIMENTO";"IRMÃ ROSIMAR NASCIMENTO";"PHS";"PT / PC do B / PHS";"1";"Suplente";"1239";"0";"1618823";",08";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5077";"EDNARDO BERNARDINO RODRIGUES LOPES";"TOCHA LOPES";"PSOL";"PSOL";"1";"Não eleito";"1197";"0";"1618823";",07";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1919";"LEIDIMAR SILVA PEREIRA MURR";"DRA LEIDIMAR";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"1185";"0";"1618823";",07";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1900";"RICARDO MENDONCA FERNANDES";"RICARDO MENDONÇA";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"1148";"0";"1618823";",07";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5051";"FRANCISCO ALBERTO DO NASCIMENTO";"ZÉ COCO";"PSOL";"PSOL";"1";"Não eleito";"1082";"0";"1618823";",07";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3333";"CIPRIANO CORREIA";"CIPRIANO CORREIA";"PMN";"PMN";"1";"Não eleito";"1031";"0";"1618823";",06";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1616";"JOÃO MARIA SILVINO DE ASSIS";"SILVINO BAÚ";"PSTU";"PSTU";"1";"Não eleito";"979";"0";"1618823";",06";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5107";"JOSÉ DE ANCHIETA FELIX";"ANCHIETA FELIX";"PATRI";"PATRI / PPL";"1";"Não eleito";"968";"0";"1618823";",06";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7755";"DEBORA LARISSA SILVA DE SOUZA";"DÉBORA";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"810";"0";"1618823";",05";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"7753";"ANTONIA MIRIA PEREIRA CHAVES";"MÍRIA CHAVES";"SOLIDARIEDADE";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Suplente";"778";"0";"1618823";",05";"18/12/2018 12:38:35"
